lineups,team,gp,offrtg,defrtg,netrtg,ast,ast_to,ast_ratio,oreb,dreb,reb,to_ratio,efg,ts,pace,pie,ast_percent,ast_to_2,oreb_percent,dreb_percent,reb_percent,efg_percent,ts_percent,lineup_index,d_green,t_harris,s_curry,j_embiid,b_simmons,m_scott,d_howard,f_korkmaz,s_milton,m_thybulle,t_bradley,t_maxey,g_hill,a_tolliver,i_joe,d_mathias,p_reed,r_tucker,m_jones,t_ferguson,g_clark,v_poirier,i_brazdeikis
".D. Green, .M. Scott, .J. Embiid, .B. Simmons, .F. Korkmaz",PHI,1,130.4,91.3,39.1,60,3,17.6,38.5,78.6,59.3,0.1,56.5,58.5,99.16,75.9,NA,NA,NA,NA,NA,NA,NA,40,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .M. Scott, .J. Embiid, .B. Simmons, .F. Korkmaz",PHI,1,130.4,91.3,39.1,60,3,17.6,38.5,78.6,59.3,0.1,56.5,58.5,99.16,75.9,NA,NA,NA,NA,NA,NA,NA,40,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .J. Embiid, .F. Korkmaz, .S. Milton",PHI,2,65.4,129.2,-63.8,60,0.6,9.7,15.4,40,28.6,0.2,30.6,41.2,104.62,24.7,NA,NA,NA,NA,NA,NA,NA,87,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .J. Embiid, .F. Korkmaz, .S. Milton",PHI,2,65.4,129.2,-63.8,60,0.6,9.7,15.4,40,28.6,0.2,30.6,41.2,104.62,24.7,NA,NA,NA,NA,NA,NA,NA,87,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .J. Embiid, .F. Korkmaz, .S. Milton",PHI,2,65.4,129.2,-63.8,60,0.6,9.7,15.4,40,28.6,0.2,30.6,41.2,104.62,24.7,NA,NA,NA,NA,NA,NA,NA,87,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .J. Embiid, .F. Korkmaz, .S. Milton",PHI,2,65.4,129.2,-63.8,60,0.6,9.7,15.4,40,28.6,0.2,30.6,41.2,104.62,24.7,NA,NA,NA,NA,NA,NA,NA,87,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .J. Embiid, .F. Korkmaz, .S. Milton",PHI,2,65.4,129.2,-63.8,60,0.6,9.7,15.4,40,28.6,0.2,30.6,41.2,104.62,24.7,NA,NA,NA,NA,NA,NA,NA,87,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .J. Embiid, .F. Korkmaz, .S. Milton",PHI,2,65.4,129.2,-63.8,60,0.6,9.7,15.4,40,28.6,0.2,30.6,41.2,104.62,24.7,NA,NA,NA,NA,NA,NA,NA,87,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .J. Embiid, .F. Korkmaz, .S. Milton",PHI,2,65.4,129.2,-63.8,60,0.6,9.7,15.4,40,28.6,0.2,30.6,41.2,104.62,24.7,NA,NA,NA,NA,NA,NA,NA,87,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .J. Embiid, .F. Korkmaz, .S. Milton",PHI,2,65.4,129.2,-63.8,60,0.6,9.7,15.4,40,28.6,0.2,30.6,41.2,104.62,24.7,NA,NA,NA,NA,NA,NA,NA,87,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .J. Embiid, .F. Korkmaz, .S. Milton",PHI,2,65.4,129.2,-63.8,60,0.6,9.7,15.4,40,28.6,0.2,30.6,41.2,104.62,24.7,NA,NA,NA,NA,NA,NA,NA,87,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .J. Embiid, .F. Korkmaz, .S. Milton",PHI,2,65.4,129.2,-63.8,60,0.6,9.7,15.4,40,28.6,0.2,30.6,41.2,104.62,24.7,NA,NA,NA,NA,NA,NA,NA,87,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .T. Harris, .J. Embiid, .F. Korkmaz, .S. Milton",PHI,2,65.4,129.2,-63.8,60,0.6,9.7,15.4,40,28.6,0.2,30.6,41.2,104.62,24.7,NA,NA,NA,NA,NA,NA,NA,87,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .T. Harris, .B. Simmons, .F. Korkmaz, .S. Milton",PHI,5,103.6,71.4,32.1,100,1.67,23.3,46.2,92.9,70.4,0.2,50,55.9,119.64,81.9,NA,NA,NA,NA,NA,NA,NA,264,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .T. Harris, .B. Simmons, .F. Korkmaz, .S. Milton",PHI,5,103.6,71.4,32.1,100,1.67,23.3,46.2,92.9,70.4,0.2,50,55.9,119.64,81.9,NA,NA,NA,NA,NA,NA,NA,264,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .T. Harris, .B. Simmons, .F. Korkmaz, .S. Milton",PHI,5,103.6,71.4,32.1,100,1.67,23.3,46.2,92.9,70.4,0.2,50,55.9,119.64,81.9,NA,NA,NA,NA,NA,NA,NA,264,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .T. Harris, .B. Simmons, .F. Korkmaz, .S. Milton",PHI,5,103.6,71.4,32.1,100,1.67,23.3,46.2,92.9,70.4,0.2,50,55.9,119.64,81.9,NA,NA,NA,NA,NA,NA,NA,264,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .T. Harris, .B. Simmons, .F. Korkmaz, .S. Milton",PHI,5,103.6,71.4,32.1,100,1.67,23.3,46.2,92.9,70.4,0.2,50,55.9,119.64,81.9,NA,NA,NA,NA,NA,NA,NA,264,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .T. Harris, .B. Simmons, .F. Korkmaz, .S. Milton",PHI,5,103.6,71.4,32.1,100,1.67,23.3,46.2,92.9,70.4,0.2,50,55.9,119.64,81.9,NA,NA,NA,NA,NA,NA,NA,264,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .T. Harris, .B. Simmons, .F. Korkmaz, .S. Milton",PHI,5,103.6,71.4,32.1,100,1.67,23.3,46.2,92.9,70.4,0.2,50,55.9,119.64,81.9,NA,NA,NA,NA,NA,NA,NA,264,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .T. Harris, .B. Simmons, .F. Korkmaz, .S. Milton",PHI,5,103.6,71.4,32.1,100,1.67,23.3,46.2,92.9,70.4,0.2,50,55.9,119.64,81.9,NA,NA,NA,NA,NA,NA,NA,264,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .T. Harris, .B. Simmons, .F. Korkmaz, .S. Milton",PHI,5,103.6,71.4,32.1,100,1.67,23.3,46.2,92.9,70.4,0.2,50,55.9,119.64,81.9,NA,NA,NA,NA,NA,NA,NA,264,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .T. Harris, .B. Simmons, .F. Korkmaz, .S. Milton",PHI,5,103.6,71.4,32.1,100,1.67,23.3,46.2,92.9,70.4,0.2,50,55.9,119.64,81.9,NA,NA,NA,NA,NA,NA,NA,264,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .T. Harris, .B. Simmons, .F. Korkmaz, .S. Milton",PHI,5,103.6,71.4,32.1,100,1.67,23.3,46.2,92.9,70.4,0.2,50,55.9,119.64,81.9,NA,NA,NA,NA,NA,NA,NA,264,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".R. Tucker, .T. Maxey, .P. Reed, .I. Joe, .M. Jones",PHI,3,88,103.8,-15.8,60,1.2,17.6,25,80,50,0.2,50,50.3,108.48,36.5,NA,NA,NA,NA,NA,NA,NA,384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".R. Tucker, .T. Maxey, .P. Reed, .I. Joe, .M. Jones",PHI,3,88,103.8,-15.8,60,1.2,17.6,25,80,50,0.2,50,50.3,108.48,36.5,NA,NA,NA,NA,NA,NA,NA,384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".R. Tucker, .T. Maxey, .P. Reed, .I. Joe, .M. Jones",PHI,3,88,103.8,-15.8,60,1.2,17.6,25,80,50,0.2,50,50.3,108.48,36.5,NA,NA,NA,NA,NA,NA,NA,384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".R. Tucker, .T. Maxey, .P. Reed, .I. Joe, .M. Jones",PHI,3,88,103.8,-15.8,60,1.2,17.6,25,80,50,0.2,50,50.3,108.48,36.5,NA,NA,NA,NA,NA,NA,NA,384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".R. Tucker, .T. Maxey, .P. Reed, .I. Joe, .M. Jones",PHI,3,88,103.8,-15.8,60,1.2,17.6,25,80,50,0.2,50,50.3,108.48,36.5,NA,NA,NA,NA,NA,NA,NA,384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".R. Tucker, .T. Maxey, .P. Reed, .I. Joe, .M. Jones",PHI,3,88,103.8,-15.8,60,1.2,17.6,25,80,50,0.2,50,50.3,108.48,36.5,NA,NA,NA,NA,NA,NA,NA,384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".R. Tucker, .T. Maxey, .P. Reed, .I. Joe, .M. Jones",PHI,3,88,103.8,-15.8,60,1.2,17.6,25,80,50,0.2,50,50.3,108.48,36.5,NA,NA,NA,NA,NA,NA,NA,384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".R. Tucker, .T. Maxey, .P. Reed, .I. Joe, .M. Jones",PHI,3,88,103.8,-15.8,60,1.2,17.6,25,80,50,0.2,50,50.3,108.48,36.5,NA,NA,NA,NA,NA,NA,NA,384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".R. Tucker, .T. Maxey, .P. Reed, .I. Joe, .M. Jones",PHI,3,88,103.8,-15.8,60,1.2,17.6,25,80,50,0.2,50,50.3,108.48,36.5,NA,NA,NA,NA,NA,NA,NA,384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".R. Tucker, .T. Maxey, .P. Reed, .I. Joe, .M. Jones",PHI,3,88,103.8,-15.8,60,1.2,17.6,25,80,50,0.2,50,50.3,108.48,36.5,NA,NA,NA,NA,NA,NA,NA,384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".R. Tucker, .T. Maxey, .P. Reed, .I. Joe, .M. Jones",PHI,3,88,103.8,-15.8,60,1.2,17.6,25,80,50,0.2,50,50.3,108.48,36.5,NA,NA,NA,NA,NA,NA,NA,384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".A. Tolliver, .R. Tucker, .T. Maxey, .P. Reed, .I. Joe",PHI,3,109.1,43.5,65.6,66.7,2,17.6,42.9,88.9,60.9,0.1,45.5,48.7,110.2,134.5,NA,NA,NA,NA,NA,NA,NA,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Tolliver, .R. Tucker, .T. Maxey, .P. Reed, .I. Joe",PHI,3,109.1,43.5,65.6,66.7,2,17.6,42.9,88.9,60.9,0.1,45.5,48.7,110.2,134.5,NA,NA,NA,NA,NA,NA,NA,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Tolliver, .R. Tucker, .T. Maxey, .P. Reed, .I. Joe",PHI,3,109.1,43.5,65.6,66.7,2,17.6,42.9,88.9,60.9,0.1,45.5,48.7,110.2,134.5,NA,NA,NA,NA,NA,NA,NA,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Tolliver, .R. Tucker, .T. Maxey, .P. Reed, .I. Joe",PHI,3,109.1,43.5,65.6,66.7,2,17.6,42.9,88.9,60.9,0.1,45.5,48.7,110.2,134.5,NA,NA,NA,NA,NA,NA,NA,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Tolliver, .R. Tucker, .T. Maxey, .P. Reed, .I. Joe",PHI,3,109.1,43.5,65.6,66.7,2,17.6,42.9,88.9,60.9,0.1,45.5,48.7,110.2,134.5,NA,NA,NA,NA,NA,NA,NA,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Tolliver, .R. Tucker, .T. Maxey, .P. Reed, .I. Joe",PHI,3,109.1,43.5,65.6,66.7,2,17.6,42.9,88.9,60.9,0.1,45.5,48.7,110.2,134.5,NA,NA,NA,NA,NA,NA,NA,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Tolliver, .R. Tucker, .T. Maxey, .P. Reed, .I. Joe",PHI,3,109.1,43.5,65.6,66.7,2,17.6,42.9,88.9,60.9,0.1,45.5,48.7,110.2,134.5,NA,NA,NA,NA,NA,NA,NA,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Tolliver, .R. Tucker, .T. Maxey, .P. Reed, .I. Joe",PHI,3,109.1,43.5,65.6,66.7,2,17.6,42.9,88.9,60.9,0.1,45.5,48.7,110.2,134.5,NA,NA,NA,NA,NA,NA,NA,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Tolliver, .R. Tucker, .T. Maxey, .P. Reed, .I. Joe",PHI,3,109.1,43.5,65.6,66.7,2,17.6,42.9,88.9,60.9,0.1,45.5,48.7,110.2,134.5,NA,NA,NA,NA,NA,NA,NA,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".A. Tolliver, .R. Tucker, .T. Maxey, .P. Reed, .I. Joe",PHI,3,109.1,43.5,65.6,66.7,2,17.6,42.9,88.9,60.9,0.1,45.5,48.7,110.2,134.5,NA,NA,NA,NA,NA,NA,NA,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .J. Embiid, .B. Simmons, .F. Korkmaz, .M. Thybulle",PHI,5,96,92,4,71.4,1.67,13.2,57.1,90.9,72,0.1,44.4,51.5,118.38,64.3,NA,NA,NA,NA,NA,NA,NA,30,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .J. Embiid, .B. Simmons, .F. Korkmaz, .M. Thybulle",PHI,5,96,92,4,71.4,1.67,13.2,57.1,90.9,72,0.1,44.4,51.5,118.38,64.3,NA,NA,NA,NA,NA,NA,NA,30,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .J. Embiid, .B. Simmons, .F. Korkmaz, .M. Thybulle",PHI,5,96,92,4,71.4,1.67,13.2,57.1,90.9,72,0.1,44.4,51.5,118.38,64.3,NA,NA,NA,NA,NA,NA,NA,30,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .J. Embiid, .B. Simmons, .F. Korkmaz, .M. Thybulle",PHI,5,96,92,4,71.4,1.67,13.2,57.1,90.9,72,0.1,44.4,51.5,118.38,64.3,NA,NA,NA,NA,NA,NA,NA,30,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .J. Embiid, .B. Simmons, .F. Korkmaz, .M. Thybulle",PHI,5,96,92,4,71.4,1.67,13.2,57.1,90.9,72,0.1,44.4,51.5,118.38,64.3,NA,NA,NA,NA,NA,NA,NA,30,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .J. Embiid, .B. Simmons, .F. Korkmaz, .M. Thybulle",PHI,5,96,92,4,71.4,1.67,13.2,57.1,90.9,72,0.1,44.4,51.5,118.38,64.3,NA,NA,NA,NA,NA,NA,NA,30,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .J. Embiid, .B. Simmons, .F. Korkmaz, .M. Thybulle",PHI,5,96,92,4,71.4,1.67,13.2,57.1,90.9,72,0.1,44.4,51.5,118.38,64.3,NA,NA,NA,NA,NA,NA,NA,30,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .J. Embiid, .B. Simmons, .F. Korkmaz, .M. Thybulle",PHI,5,96,92,4,71.4,1.67,13.2,57.1,90.9,72,0.1,44.4,51.5,118.38,64.3,NA,NA,NA,NA,NA,NA,NA,30,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .J. Embiid, .B. Simmons, .F. Korkmaz, .M. Thybulle",PHI,5,96,92,4,71.4,1.67,13.2,57.1,90.9,72,0.1,44.4,51.5,118.38,64.3,NA,NA,NA,NA,NA,NA,NA,30,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .J. Embiid, .B. Simmons, .F. Korkmaz, .M. Thybulle",PHI,5,96,92,4,71.4,1.67,13.2,57.1,90.9,72,0.1,44.4,51.5,118.38,64.3,NA,NA,NA,NA,NA,NA,NA,30,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .D. Green, .F. Korkmaz, .S. Milton, .M. Thybulle",PHI,4,122.7,104.3,18.4,55.6,2.5,15.6,45.5,66.7,57.7,0.1,50,58.8,110.66,67.5,NA,NA,NA,NA,NA,NA,NA,141,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .D. Green, .F. Korkmaz, .S. Milton, .M. Thybulle",PHI,4,122.7,104.3,18.4,55.6,2.5,15.6,45.5,66.7,57.7,0.1,50,58.8,110.66,67.5,NA,NA,NA,NA,NA,NA,NA,141,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Howard, .D. Green, .F. Korkmaz, .S. Milton, .M. Thybulle",PHI,4,122.7,104.3,18.4,55.6,2.5,15.6,45.5,66.7,57.7,0.1,50,58.8,110.66,67.5,NA,NA,NA,NA,NA,NA,NA,141,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
