lineups,team,gp,offrtg,defrtg,netrtg,ast_percent,ast_to,ast_ratio,oreb_percent,dreb_percent,reb_percent,to_ratio,efg_percent,ts_percent,pace,pie,lineup_index,s_curry,d_green,k_bazemore,a_wiggins,k_looney,k_oubre_jr,j_wiseman,j_toscano_anderson,b_wanamaker,d_lee,e_paschall,m_mulder,j_poole,n_mannion,g_payton_ii,a_smailagic,m_chriss,j_bell
".B. Wanamaker, .K. Bazemore, .A. Wiggins, .J. Toscano-Anderson, .J. Poole",GSW,1,260,140,120,80,0,44.4,0,66.7,66.7,0,130,130,92.9,74,74,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .K. Bazemore, .A. Wiggins, .J. Toscano-Anderson, .J. Poole",GSW,1,260,140,120,80,0,44.4,0,66.7,66.7,0,130,130,92.9,74,74,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .K. Bazemore, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,42.9,100,-57.1,0,0,0,0,75,42.9,0.3,0,39.9,106.67,-16.7,80,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .K. Bazemore, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,42.9,100,-57.1,0,0,0,0,75,42.9,0.3,0,39.9,106.67,-16.7,80,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .K. Bazemore, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,42.9,100,-57.1,0,0,0,0,75,42.9,0.3,0,39.9,106.67,-16.7,80,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .K. Bazemore, .D. Lee, .M. Mulder, .J. Toscano-Anderson",GSW,1,166.7,57.1,109.5,100,3,33.3,0,100,60,0.2,112.5,102.5,116.27,93.3,83,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .K. Bazemore, .D. Lee, .M. Mulder, .J. Toscano-Anderson",GSW,1,166.7,57.1,109.5,100,3,33.3,0,100,60,0.2,112.5,102.5,116.27,93.3,83,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .K. Bazemore, .D. Lee, .M. Mulder, .J. Toscano-Anderson",GSW,1,166.7,57.1,109.5,100,3,33.3,0,100,60,0.2,112.5,102.5,116.27,93.3,83,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .K. Bazemore, .K. Looney, .D. Lee, .J. Toscano-Anderson",GSW,1,50,160,-110,100,1,12.5,40,100,50,0.2,25,25,86.56,-5.3,86,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .K. Bazemore, .K. Looney, .D. Lee, .J. Toscano-Anderson",GSW,1,50,160,-110,100,1,12.5,40,100,50,0.2,25,25,86.56,-5.3,86,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .K. Bazemore, .K. Looney, .D. Lee, .J. Toscano-Anderson",GSW,1,50,160,-110,100,1,12.5,40,100,50,0.2,25,25,86.56,-5.3,86,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .K. Bazemore, .M. Mulder, .J. Toscano-Anderson, .E. Paschall",GSW,1,112.5,44.4,68.1,66.7,0.67,20,0,83.3,62.5,0.4,80,82.7,137.53,74.1,96,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .K. Bazemore, .M. Mulder, .J. Toscano-Anderson, .E. Paschall",GSW,1,112.5,44.4,68.1,66.7,0.67,20,0,83.3,62.5,0.4,80,82.7,137.53,74.1,96,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .K. Bazemore, .M. Mulder, .J. Toscano-Anderson, .E. Paschall",GSW,1,112.5,44.4,68.1,66.7,0.67,20,0,83.3,62.5,0.4,80,82.7,137.53,74.1,96,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .M. Mulder, .J. Toscano-Anderson, .E. Paschall, .J. Poole",GSW,1,128.6,57.1,71.4,100,0,22.2,0,60,37.5,0,40,62.5,100.3,104.5,105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .M. Mulder, .J. Toscano-Anderson, .E. Paschall, .J. Poole",GSW,1,128.6,57.1,71.4,100,0,22.2,0,60,37.5,0,40,62.5,100.3,104.5,105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".B. Wanamaker, .M. Mulder, .J. Toscano-Anderson, .E. Paschall, .J. Poole",GSW,1,128.6,57.1,71.4,100,0,22.2,0,60,37.5,0,40,62.5,100.3,104.5,105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,3,77.8,162.5,-84.7,100,0,16.7,16.7,100,28.6,0,31.3,39.4,138.54,2.9,107,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,3,77.8,162.5,-84.7,100,0,16.7,16.7,100,28.6,0,31.3,39.4,138.54,2.9,107,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,3,77.8,162.5,-84.7,100,0,16.7,16.7,100,28.6,0,31.3,39.4,138.54,2.9,107,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .D. Lee, .J. Wiseman, .N. Mannion",GSW,2,57.1,171.4,-114.3,50,1,11.1,20,0,20,0.1,28.6,28.6,107.23,-8.6,108,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .D. Lee, .J. Wiseman, .N. Mannion",GSW,2,57.1,171.4,-114.3,50,1,11.1,20,0,20,0.1,28.6,28.6,107.23,-8.6,108,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .D. Lee, .J. Wiseman, .N. Mannion",GSW,2,57.1,171.4,-114.3,50,1,11.1,20,0,20,0.1,28.6,28.6,107.23,-8.6,108,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .K. Oubre Jr., .D. Lee, .N. Mannion",GSW,1,162.5,62.5,100,100,0,25,33.3,100,66.7,0,75,75.2,122.55,100,118,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .K. Oubre Jr., .D. Lee, .N. Mannion",GSW,1,162.5,62.5,100,100,0,25,33.3,100,66.7,0,75,75.2,122.55,100,118,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .K. Oubre Jr., .D. Lee, .N. Mannion",GSW,1,162.5,62.5,100,100,0,25,33.3,100,66.7,0,75,75.2,122.55,100,118,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .K. Oubre Jr., .J. Poole, .N. Mannion",GSW,2,83.3,16.7,66.7,0,0,0,25,50,37.5,0,33.3,36.3,89.07,-60,121,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .K. Oubre Jr., .J. Poole, .N. Mannion",GSW,2,83.3,16.7,66.7,0,0,0,25,50,37.5,0,33.3,36.3,89.07,-60,121,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .K. Oubre Jr., .J. Poole, .N. Mannion",GSW,2,83.3,16.7,66.7,0,0,0,25,50,37.5,0,33.3,36.3,89.07,-60,121,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder, .J. Wiseman",GSW,1,40,240,-200,0,0,0,0,0,0,0.4,33.3,33.3,89.44,-21.4,130,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder, .J. Wiseman",GSW,1,40,240,-200,0,0,0,0,0,0,0.4,33.3,33.3,89.44,-21.4,130,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .A. Wiggins, .K. Oubre Jr., .M. Mulder, .J. Wiseman",GSW,1,40,240,-200,0,0,0,0,0,0,0.4,33.3,33.3,89.44,-21.4,130,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .K. Bazemore, .A. Wiggins, .J. Toscano-Anderson, .N. Mannion",GSW,1,116.7,100,16.7,100,1,25,0,100,66.7,0.3,100,90.2,102.25,58.3,138,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".D. Green, .K. Bazemore, .A. Wiggins, .J. Toscano-Anderson, .N. Mannion",GSW,1,116.7,100,16.7,100,1,25,0,100,66.7,0.3,100,90.2,102.25,58.3,138,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".D. Green, .K. Bazemore, .A. Wiggins, .J. Toscano-Anderson, .N. Mannion",GSW,1,116.7,100,16.7,100,1,25,0,100,66.7,0.3,100,90.2,102.25,58.3,138,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".D. Green, .K. Bazemore, .K. Oubre Jr., .J. Poole, .J. Wiseman",GSW,1,150,83.3,66.7,0,0,0,0,75,42.9,0,50,74,114.44,108.3,154,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .K. Bazemore, .K. Oubre Jr., .J. Poole, .J. Wiseman",GSW,1,150,83.3,66.7,0,0,0,0,75,42.9,0,50,74,114.44,108.3,154,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .K. Bazemore, .K. Oubre Jr., .J. Poole, .J. Wiseman",GSW,1,150,83.3,66.7,0,0,0,0,75,42.9,0,50,74,114.44,108.3,154,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
".D. Green, .K. Oubre Jr., .J. Toscano-Anderson, .J. Poole, .N. Mannion",GSW,1,50,40,10,100,0,12.5,20,80,50,0,25,25,104.21,45.5,162,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".D. Green, .K. Oubre Jr., .J. Toscano-Anderson, .J. Poole, .N. Mannion",GSW,1,50,40,10,100,0,12.5,20,80,50,0,25,25,104.21,45.5,162,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".D. Green, .K. Oubre Jr., .J. Toscano-Anderson, .J. Poole, .N. Mannion",GSW,1,50,40,10,100,0,12.5,20,80,50,0,25,25,104.21,45.5,162,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".D. Lee, .J. Toscano-Anderson, .A. Smailagic, .J. Poole, .N. Mannion",GSW,1,128.6,100,28.6,66.7,0,20,25,100,40,0,50,54.9,108.54,50,166,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
".D. Lee, .J. Toscano-Anderson, .A. Smailagic, .J. Poole, .N. Mannion",GSW,1,128.6,100,28.6,66.7,0,20,25,100,40,0,50,54.9,108.54,50,166,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
".D. Lee, .J. Toscano-Anderson, .A. Smailagic, .J. Poole, .N. Mannion",GSW,1,128.6,100,28.6,66.7,0,20,25,100,40,0,50,54.9,108.54,50,166,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
".D. Lee, .M. Mulder, .A. Smailagic, .E. Paschall, .J. Poole",GSW,1,50,183.3,-133.3,100,1,14.3,0,25,12.5,0.2,30,30,88.16,-47.1,168,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
".D. Lee, .M. Mulder, .A. Smailagic, .E. Paschall, .J. Poole",GSW,1,50,183.3,-133.3,100,1,14.3,0,25,12.5,0.2,30,30,88.16,-47.1,168,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
".D. Lee, .M. Mulder, .A. Smailagic, .E. Paschall, .J. Poole",GSW,1,50,183.3,-133.3,100,1,14.3,0,25,12.5,0.2,30,30,88.16,-47.1,168,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
".D. Lee, .M. Mulder, .J. Toscano-Anderson, .J. Poole, .N. Mannion",GSW,1,42.9,85.7,-42.9,100,0.33,11.1,33.3,100,60,0.4,37.5,37.5,121.45,-11.1,172,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".D. Lee, .M. Mulder, .J. Toscano-Anderson, .J. Poole, .N. Mannion",GSW,1,42.9,85.7,-42.9,100,0.33,11.1,33.3,100,60,0.4,37.5,37.5,121.45,-11.1,172,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".D. Lee, .M. Mulder, .J. Toscano-Anderson, .J. Poole, .N. Mannion",GSW,1,42.9,85.7,-42.9,100,0.33,11.1,33.3,100,60,0.4,37.5,37.5,121.45,-11.1,172,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".K. Bazemore, .A. Smailagic, .E. Paschall, .J. Poole, .N. Mannion",GSW,1,50,77.8,-27.8,0,0,0,16.7,100,37.5,0.1,14.3,24,124.26,-9.1,182,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
".K. Bazemore, .A. Smailagic, .E. Paschall, .J. Poole, .N. Mannion",GSW,1,50,77.8,-27.8,0,0,0,16.7,100,37.5,0.1,14.3,24,124.26,-9.1,182,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
".K. Bazemore, .A. Smailagic, .E. Paschall, .J. Poole, .N. Mannion",GSW,1,50,77.8,-27.8,0,0,0,16.7,100,37.5,0.1,14.3,24,124.26,-9.1,182,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
".K. Bazemore, .A. Wiggins, .D. Lee, .J. Wiseman, .N. Mannion",GSW,1,71.4,185.7,-114.3,100,0.67,22.2,0,100,50,0.4,50,56.3,102.34,19,185,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".K. Bazemore, .A. Wiggins, .D. Lee, .J. Wiseman, .N. Mannion",GSW,1,71.4,185.7,-114.3,100,0.67,22.2,0,100,50,0.4,50,56.3,102.34,19,185,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".K. Bazemore, .A. Wiggins, .D. Lee, .J. Wiseman, .N. Mannion",GSW,1,71.4,185.7,-114.3,100,0.67,22.2,0,100,50,0.4,50,56.3,102.34,19,185,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".K. Bazemore, .A. Wiggins, .K. Looney, .E. Paschall, .N. Mannion",GSW,1,66.7,42.9,23.8,100,1,25,0,80,57.1,0.3,50,50,95.51,84.6,190,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".K. Bazemore, .A. Wiggins, .K. Looney, .E. Paschall, .N. Mannion",GSW,1,66.7,42.9,23.8,100,1,25,0,80,57.1,0.3,50,50,95.51,84.6,190,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".K. Bazemore, .A. Wiggins, .K. Looney, .E. Paschall, .N. Mannion",GSW,1,66.7,42.9,23.8,100,1,25,0,80,57.1,0.3,50,50,95.51,84.6,190,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".K. Bazemore, .A. Wiggins, .K. Looney, .J. Toscano-Anderson, .N. Mannion",GSW,1,183.3,150,33.3,75,0,33.3,0,100,66.7,0,90,93.5,101.47,66.7,192,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".K. Bazemore, .A. Wiggins, .K. Looney, .J. Toscano-Anderson, .N. Mannion",GSW,1,183.3,150,33.3,75,0,33.3,0,100,66.7,0,90,93.5,101.47,66.7,192,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".K. Bazemore, .A. Wiggins, .K. Looney, .J. Toscano-Anderson, .N. Mannion",GSW,1,183.3,150,33.3,75,0,33.3,0,100,66.7,0,90,93.5,101.47,66.7,192,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".K. Bazemore, .A. Wiggins, .K. Oubre Jr., .J. Wiseman, .N. Mannion",GSW,1,120,100,20,0,0,0,0,100,60,0,60,60,89.49,50,194,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".K. Bazemore, .A. Wiggins, .K. Oubre Jr., .J. Wiseman, .N. Mannion",GSW,1,120,100,20,0,0,0,0,100,60,0,60,60,89.49,50,194,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".K. Bazemore, .A. Wiggins, .K. Oubre Jr., .J. Wiseman, .N. Mannion",GSW,1,120,100,20,0,0,0,0,100,60,0,60,60,89.49,50,194,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
".K. Bazemore, .J. Bell, .M. Mulder, .E. Paschall, .N. Mannion",GSW,1,100,83.3,16.7,0,0,0,0,50,28.6,0,40,55.4,117,62.5,203,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
".K. Bazemore, .J. Bell, .M. Mulder, .E. Paschall, .N. Mannion",GSW,1,100,83.3,16.7,0,0,0,0,50,28.6,0,40,55.4,117,62.5,203,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
".K. Bazemore, .J. Bell, .M. Mulder, .E. Paschall, .N. Mannion",GSW,1,100,83.3,16.7,0,0,0,0,50,28.6,0,40,55.4,117,62.5,203,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
".K. Bazemore, .J. Toscano-Anderson, .A. Smailagic, .J. Poole, .N. Mannion",GSW,1,71.4,150,-78.6,50,0,10,33.3,100,55.6,0,31.3,31.3,99.57,12.5,204,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
".K. Bazemore, .J. Toscano-Anderson, .A. Smailagic, .J. Poole, .N. Mannion",GSW,1,71.4,150,-78.6,50,0,10,33.3,100,55.6,0,31.3,31.3,99.57,12.5,204,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
".K. Bazemore, .J. Toscano-Anderson, .A. Smailagic, .J. Poole, .N. Mannion",GSW,1,71.4,150,-78.6,50,0,10,33.3,100,55.6,0,31.3,31.3,99.57,12.5,204,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
".K. Bazemore, .M. Mulder, .J. Toscano-Anderson, .J. Poole, .N. Mannion",GSW,2,25,100,-75,100,0.25,11.1,0,33.3,22.2,0.5,25,25,130.35,-21.4,225,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".K. Bazemore, .M. Mulder, .J. Toscano-Anderson, .J. Poole, .N. Mannion",GSW,2,25,100,-75,100,0.25,11.1,0,33.3,22.2,0.5,25,25,130.35,-21.4,225,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
".K. Bazemore, .M. Mulder, .J. Toscano-Anderson, .J. Poole, .N. Mannion",GSW,2,25,100,-75,100,0.25,11.1,0,33.3,22.2,0.5,25,25,130.35,-21.4,225,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
