lineups,team,gp,offrtg,defrtg,netrtg,ast_percent,ast_to,ast_ratio,oreb_percent,dreb_percent,reb_percent,to_ratio,efg_percent,ts_percent,pace,pie,lineup_index,t_harris,t_burke,n_pelle,j_richardson,f_korkmaz,m_thybulle,b_simmons,j_ennis_iii,j_embiid,r_neto,z_smith,s_milton,g_robinson_iii,m_scott,k_o_quinn,j_bolden,m_shayok,a_horford,a_burks
".A. Horford, .A. Burks, .T. Harris, .J. Richardson, .F. Korkmaz",PHI,8,113.3,96.7,16.7,54.5,1.5,13.6,47.1,78.6,61.3,0.1,51.9,55.9,106.12,50,88,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Richardson, .F. Korkmaz",PHI,8,113.3,96.7,16.7,54.5,1.5,13.6,47.1,78.6,61.3,0.1,51.9,55.9,106.12,50,88,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Richardson, .F. Korkmaz",PHI,8,113.3,96.7,16.7,54.5,1.5,13.6,47.1,78.6,61.3,0.1,51.9,55.9,106.12,50,88,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Richardson, .F. Korkmaz",PHI,8,113.3,96.7,16.7,54.5,1.5,13.6,47.1,78.6,61.3,0.1,51.9,55.9,106.12,50,88,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Richardson, .F. Korkmaz",PHI,8,113.3,96.7,16.7,54.5,1.5,13.6,47.1,78.6,61.3,0.1,51.9,55.9,106.12,50,88,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Richardson, .B. Simmons",PHI,4,96.2,92.6,3.6,100,1.13,24.3,22.2,92.3,63.6,0.3,58.3,63.3,109.81,51,87,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Richardson, .B. Simmons",PHI,4,96.2,92.6,3.6,100,1.13,24.3,22.2,92.3,63.6,0.3,58.3,63.3,109.81,51,87,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Richardson, .B. Simmons",PHI,4,96.2,92.6,3.6,100,1.13,24.3,22.2,92.3,63.6,0.3,58.3,63.3,109.81,51,87,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Richardson, .B. Simmons",PHI,4,96.2,92.6,3.6,100,1.13,24.3,22.2,92.3,63.6,0.3,58.3,63.3,109.81,51,87,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Richardson, .B. Simmons",PHI,4,96.2,92.6,3.6,100,1.13,24.3,22.2,92.3,63.6,0.3,58.3,63.3,109.81,51,87,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Richardson, .B. Simmons",PHI,4,96.2,92.6,3.6,100,1.13,24.3,22.2,92.3,63.6,0.3,58.3,63.3,109.81,51,87,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Richardson, .B. Simmons",PHI,4,96.2,92.6,3.6,100,1.13,24.3,22.2,92.3,63.6,0.3,58.3,63.3,109.81,51,87,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Richardson, .B. Simmons",PHI,4,96.2,92.6,3.6,100,1.13,24.3,22.2,92.3,63.6,0.3,58.3,63.3,109.81,51,87,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Richardson, .B. Simmons",PHI,4,96.2,92.6,3.6,100,1.13,24.3,22.2,92.3,63.6,0.3,58.3,63.3,109.81,51,87,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Richardson, .B. Simmons",PHI,4,96.2,92.6,3.6,100,1.13,24.3,22.2,92.3,63.6,0.3,58.3,63.3,109.81,51,87,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Richardson, .B. Simmons",PHI,4,96.2,92.6,3.6,100,1.13,24.3,22.2,92.3,63.6,0.3,58.3,63.3,109.81,51,87,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Richardson, .B. Simmons",PHI,4,96.2,92.6,3.6,100,1.13,24.3,22.2,92.3,63.6,0.3,58.3,63.3,109.81,51,87,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Embiid, .J. Richardson",PHI,2,123.5,71.4,52.1,57.1,0,18.2,14.3,85.7,50,0,57.7,63.6,112.64,93,86,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Embiid, .J. Richardson",PHI,2,123.5,71.4,52.1,57.1,0,18.2,14.3,85.7,50,0,57.7,63.6,112.64,93,86,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Embiid, .J. Richardson",PHI,2,123.5,71.4,52.1,57.1,0,18.2,14.3,85.7,50,0,57.7,63.6,112.64,93,86,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Embiid, .J. Richardson",PHI,2,123.5,71.4,52.1,57.1,0,18.2,14.3,85.7,50,0,57.7,63.6,112.64,93,86,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Embiid, .J. Richardson",PHI,2,123.5,71.4,52.1,57.1,0,18.2,14.3,85.7,50,0,57.7,63.6,112.64,93,86,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Embiid, .J. Richardson",PHI,2,123.5,71.4,52.1,57.1,0,18.2,14.3,85.7,50,0,57.7,63.6,112.64,93,86,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Embiid, .J. Richardson",PHI,2,123.5,71.4,52.1,57.1,0,18.2,14.3,85.7,50,0,57.7,63.6,112.64,93,86,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Embiid, .F. Korkmaz",PHI,1,60,60,0,100,1,11.1,60,75,66.7,0.2,25,25,96.64,50,85,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .J. Embiid, .F. Korkmaz",PHI,1,60,60,0,100,1,11.1,60,75,66.7,0.2,25,25,96.64,50,85,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .G. Robinson III, .S. Milton",PHI,1,0,250,-250,0,0,0,0,0,0,0,0,0,100.47,-40,84,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .G. Robinson III, .M. Thybulle",PHI,2,140,33.3,106.7,66.7,2,25,50,50,50,0.2,70,70,113.14,94.4,83,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .G. Robinson III, .M. Thybulle",PHI,2,140,33.3,106.7,66.7,2,25,50,50,50,0.2,70,70,113.14,94.4,83,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .G. Robinson III, .J. Richardson",PHI,1,133.3,100,33.3,100,2,22.2,33.3,0,33.3,0.2,60,68,93.91,58.6,82,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .G. Robinson III, .J. Richardson",PHI,1,133.3,100,33.3,100,2,22.2,33.3,0,33.3,0.2,60,68,93.91,58.6,82,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .G. Robinson III, .J. Richardson",PHI,1,133.3,100,33.3,100,2,22.2,33.3,0,33.3,0.2,60,68,93.91,58.6,82,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .G. Robinson III, .F. Korkmaz",PHI,2,90.9,63.6,27.3,66.7,2,15.4,0,100,50,0.1,50,57.1,133.67,92.6,81,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .G. Robinson III, .F. Korkmaz",PHI,2,90.9,63.6,27.3,66.7,2,15.4,0,100,50,0.1,50,57.1,133.67,92.6,81,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .G. Robinson III, .F. Korkmaz",PHI,2,90.9,63.6,27.3,66.7,2,15.4,0,100,50,0.1,50,57.1,133.67,92.6,81,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .G. Robinson III, .F. Korkmaz",PHI,2,90.9,63.6,27.3,66.7,2,15.4,0,100,50,0.1,50,57.1,133.67,92.6,81,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .S. Milton",PHI,3,81.3,82.4,-1.1,100,5,22.7,9.1,77.8,40,0.1,40,40.9,94.47,42.9,80,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .S. Milton",PHI,3,81.3,82.4,-1.1,100,5,22.7,9.1,77.8,40,0.1,40,40.9,94.47,42.9,80,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .S. Milton",PHI,3,81.3,82.4,-1.1,100,5,22.7,9.1,77.8,40,0.1,40,40.9,94.47,42.9,80,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .S. Milton",PHI,3,81.3,82.4,-1.1,100,5,22.7,9.1,77.8,40,0.1,40,40.9,94.47,42.9,80,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .S. Milton",PHI,3,81.3,82.4,-1.1,100,5,22.7,9.1,77.8,40,0.1,40,40.9,94.47,42.9,80,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .S. Milton",PHI,3,81.3,82.4,-1.1,100,5,22.7,9.1,77.8,40,0.1,40,40.9,94.47,42.9,80,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .S. Milton",PHI,3,81.3,82.4,-1.1,100,5,22.7,9.1,77.8,40,0.1,40,40.9,94.47,42.9,80,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .S. Milton",PHI,3,81.3,82.4,-1.1,100,5,22.7,9.1,77.8,40,0.1,40,40.9,94.47,42.9,80,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .F. Korkmaz, .M. Thybulle",PHI,5,120.8,109.8,11,59.1,3.25,19.4,25,88.9,52.4,0.1,54.3,58.6,101.76,52.3,79,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .B. Simmons, .S. Milton",PHI,1,180,20,160,66.7,0,28.6,0,75,60,0,87.5,92.2,119.01,200,78,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .B. Simmons, .S. Milton",PHI,1,180,20,160,66.7,0,28.6,0,75,60,0,87.5,92.2,119.01,200,78,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .B. Simmons, .M. Thybulle",PHI,1,88.9,70,18.9,50,0,18.2,0,100,44.4,0,44.4,44.4,99.13,60,77,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .B. Simmons, .M. Thybulle",PHI,1,88.9,70,18.9,50,0,18.2,0,100,44.4,0,44.4,44.4,99.13,60,77,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
".A. Horford, .A. Burks, .T. Harris, .B. Simmons, .M. Thybulle",PHI,1,88.9,70,18.9,50,0,18.2,0,100,44.4,0,44.4,44.4,99.13,60,77,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
